timestamp	url	status	bytes	depth	priority	domain	domain_count	superdomain	super_count	elapsed_ms
2025-09-27 23:22:44	https://www.timesofindia.com/	200	693976	0	-0.001300	www.timesofindia.com	1	timesofindia.com	1	1575
2025-09-27 23:22:46	https://timesofindia.indiatimes.com/us	200	693976	1	0.998700	timesofindia.indiatimes.com	3	indiatimes.com	4	573
2025-09-27 23:22:46	https://timesofindia.indiatimes.com/	200	693976	1	0.998700	timesofindia.indiatimes.com	3	indiatimes.com	4	945
2025-09-27 23:22:47	https://navbharattimes.indiatimes.com/	200	1036127	1	0.998700	navbharattimes.indiatimes.com	1	indiatimes.com	5	974
2025-09-27 23:22:47	https://tamil.samayam.com/	404	0	1	0.998700	tamil.samayam.com	1	samayam.com	1	397
2025-09-27 23:22:48	https://marathi.indiatimes.com/	200	783007	1	0.998700	marathi.indiatimes.com	1	indiatimes.com	5	1307
2025-09-27 23:22:48	https://timesofindia.indiatimes.com/?loc=in	200	1232037	1	0.998700	timesofindia.indiatimes.com	3	indiatimes.com	6	2490
2025-09-27 23:22:48	https://bangla.indiatimes.com/	404	0	1	0.998700	bangla.indiatimes.com	1	indiatimes.com	6	215
2025-09-27 23:22:48	https://malayalam.samayam.com/	404	0	1	0.998700	malayalam.samayam.com	1	samayam.com	2	237
2025-09-27 23:22:49	https://vijaykarnataka.com/	200	771369	1	0.998700	vijaykarnataka.com	1	vijaykarnataka.com	1	1878
2025-09-27 23:22:49	https://telugu.samayam.com/	404	0	1	0.998700	telugu.samayam.com	1	samayam.com	3	254
2025-09-27 23:22:50	https://timesofindia.indiatimes.com/city/chandigarh	200	473064	1	0.998700	timesofindia.indiatimes.com	66	indiatimes.com	69	1400
2025-09-27 23:22:50	https://timesofindia.indiatimes.com/city/goa	200	429257	1	0.998700	timesofindia.indiatimes.com	66	indiatimes.com	69	1412
2025-09-27 23:22:50	https://timesofindia.indiatimes.com/city/allahabad	200	426890	1	0.998700	timesofindia.indiatimes.com	68	indiatimes.com	71	1650
2025-09-27 23:22:51	https://timesofindia.indiatimes.com/city/thane	200	492888	1	0.998700	timesofindia.indiatimes.com	69	indiatimes.com	72	1811
2025-09-27 23:22:51	https://timesofindia.indiatimes.com/city	200	456196	1	0.998700	timesofindia.indiatimes.com	69	indiatimes.com	72	1838
2025-09-27 23:22:51	https://timesofindia.indiatimes.com/city/ludhiana	200	436769	1	0.998700	timesofindia.indiatimes.com	71	indiatimes.com	74	1883
2025-09-27 23:22:51	https://timesofindia.indiatimes.com/city/hubli	200	427778	1	0.998700	timesofindia.indiatimes.com	72	indiatimes.com	75	1919
2025-09-27 23:22:51	https://timesofindia.indiatimes.com/city/jammu	200	454204	1	0.998700	timesofindia.indiatimes.com	73	indiatimes.com	76	1944
